seed,average_chr,method,method_label,rsu_cache_capacity,mrsu_cache_capacity,frsu_cache_capacity,round,physical_tick_start,physical_tick_end,decision_interval_ticks,chr,round_delay_ms,average_delay_ms,mrsu_average_delay_ms,frsu_average_delay_ms,mbs_average_delay_ms,mrsu_average_rate_mbps,frsu_average_rate_mbps,mbs_average_rate_mbps,mrsu_latency_request_count,frsu_latency_request_count,mbs_latency_request_count,request_count,hit_count,mrsu_hit_count,frsu_hit_count,mbs_miss_count,not_covered_count,not_cached_count,mrsu_position,mrsu_speed,mrsu_covered_count,frsu_covered_count,selected_hotspot_id,selected_hotspot_position,lambda_smooth,path_plan_status,path_plan_solver,decision_request_count,evaluation_request_count,decision_request_source,uses_proposed_miss_feedback,decision_policy,fallback_to_topk,fallback_reason,solver_status
7,0.23518947597325468,cp_sat,CP-SAT,100,100,100,0,0,9,10,0.17210682492581603,69.26574733746295,61.86427350753794,26.740758405761408,33.6285792153323,77.25434783964393,33.83018881720292,25.364530353003605,22.76459741689405,47,69,558,674,116,47,69,558,285,273,348.4156263150512,30.0,16,25,7,50.0,2.0967647058823524,fallback: No module named 'cvxpy',heuristic,680,674,predicted_history_signal_no_proposed_feedback,False,cp_sat,False,,OPTIMAL
7,0.23518947597325468,cp_sat,CP-SAT,100,100,100,1,10,19,10,0.08823529411764706,70.15599471548747,61.86427350753794,32.10995424717912,23.984708661178313,73.94271147804635,26.65183602222947,37.1077200604618,27.322686662998333,52,8,620,680,60,52,8,620,525,95,648.4156263150512,30.0,12,12,7,100.0,1.8182361563786684,fallback: No module named 'cvxpy',heuristic,680,680,predicted_history_signal_no_proposed_feedback,False,cp_sat,False,,OPTIMAL
7,0.23518947597325468,cp_sat,CP-SAT,100,100,100,2,20,29,10,0.21251819505094613,60.31219324335981,61.86427350753794,34.04757053847586,31.82987362798003,67.8183669952704,25.008210414904113,26.973617359389518,30.436004137232665,44,102,541,687,146,44,102,541,176,365,948.4156263150512,30.0,21,29,7,350.0,1.7400008622610215,fallback: No module named 'cvxpy',heuristic,680,687,predicted_history_signal_no_proposed_feedback,False,cp_sat,False,,OPTIMAL
7,0.23518947597325468,cp_sat,CP-SAT,100,100,100,3,30,39,10,0.3165680473372781,52.28566646746609,61.86427350753794,29.961708121314814,29.1543594351981,62.93376269004816,29.578701524928448,31.462660272129497,43.44172382856573,38,176,462,676,214,38,176,462,3,459,248.4156263150512,30.0,22,43,6,500.0,1.5052949799080806,fallback: No module named 'cvxpy',heuristic,680,676,predicted_history_signal_no_proposed_feedback,False,cp_sat,False,,OPTIMAL
7,0.23518947597325468,cp_sat,CP-SAT,100,100,100,4,40,49,10,0.3142437591776799,56.21895750308569,61.86427350753794,29.365917078355853,30.068818130416073,68.3059596408661,29.767432522072546,30.035641815431568,36.1549960022093,69,145,467,681,214,69,145,467,153,314,536.8967199824237,22.32072911158167,31,38,1,500.0,1.0417655681433744,fallback: No module named 'cvxpy',heuristic,680,681,predicted_history_signal_no_proposed_feedback,False,cp_sat,False,,OPTIMAL
7,0.23518947597325468,cp_sat,CP-SAT,100,100,100,5,50,59,10,0.2982456140350877,62.127005842939695,61.86427350753794,29.29950111332087,34.03984601088757,74.88373341009942,30.368572649905268,25.135793300289517,25.386498779275666,83,121,480,684,204,83,121,480,94,386,825.5630061868526,30.0,40,31,7,500.0,2.050563675787555,fallback: No module named 'cvxpy',heuristic,680,684,predicted_history_signal_no_proposed_feedback,False,cp_sat,False,,OPTIMAL
7,0.23518947597325468,cp_sat,CP-SAT,100,100,100,6,60,69,10,0.19402985074626866,67.21685281539493,61.86427350753794,31.155923053162155,33.96126334788443,75.74753059417884,27.917421873813105,25.344471121663442,25.14920551447874,101,29,540,670,130,101,29,540,0,540,125.56300618685259,30.0,40,17,5,700.0,1.923532797839445,fallback: No module named 'cvxpy',heuristic,680,670,predicted_history_signal_no_proposed_feedback,False,cp_sat,False,,OPTIMAL
7,0.23518947597325468,cp_sat,CP-SAT,100,100,100,7,70,79,10,0.19130434782608696,66.28538247104352,61.86427350753794,30.35942367482326,32.23126338647052,74.59614149837115,28.572598177758124,26.71785963839782,25.110320447241534,76,56,558,690,132,76,56,558,139,419,223.5630061868526,0.0,33,19,6,150.0,0.8376504448982682,fallback: No module named 'cvxpy',heuristic,680,690,predicted_history_signal_no_proposed_feedback,False,cp_sat,False,,OPTIMAL
7,0.23518947597325468,cp_sat,CP-SAT,100,100,100,8,80,89,10,0.257396449704142,59.26678610809455,61.86427350753794,29.403026115853905,28.40801417467594,69.78446587245476,30.415891088412828,31.242962780629725,30.45512129778252,90,84,502,676,174,90,84,502,53,449,259.5630061868526,0.0,40,23,4,250.0,0.8123092684276798,fallback: No module named 'cvxpy',heuristic,680,676,predicted_history_signal_no_proposed_feedback,False,cp_sat,False,,OPTIMAL
7,0.23518947597325468,cp_sat,CP-SAT,100,100,100,9,90,99,10,0.3072463768115942,55.62994475443887,61.86427350753794,29.937672725449357,30.91452172711177,66.76326064969616,29.38493172782538,28.279245452199568,32.69857418915108,84,128,478,690,212,84,128,478,39,439,323.5630061868526,0.0,32,35,1,300.0,0.8128622096041505,fallback: No module named 'cvxpy',heuristic,680,690,predicted_history_signal_no_proposed_feedback,False,cp_sat,False,,OPTIMAL
7,0.2971885489303039,cp_sat,CP-SAT,150,150,150,0,0,9,10,0.22403560830860533,66.85711971147863,59.38371590440479,25.581384439815945,34.08023520886956,77.66919270139338,36.47578716107789,24.986984108062103,22.43274339944408,83,68,523,674,151,83,68,523,285,238,367.3412204234122,30.0,16,25,0,750.0,1.4170588235294117,fallback: No module named 'cvxpy',heuristic,680,674,predicted_history_signal_no_proposed_feedback,False,cp_sat,False,,OPTIMAL
7,0.2971885489303039,cp_sat,CP-SAT,150,150,150,1,10,19,10,0.1,69.98293958260953,59.38371590440479,32.83734459401351,24.49415787924847,74.20565652089039,26.005114531078803,36.51170286028845,26.86094345689238,61,7,612,680,68,61,7,612,525,87,667.3412204234122,30.0,12,12,7,100.0,1.7201034722730937,fallback: No module named 'cvxpy',heuristic,680,680,predicted_history_signal_no_proposed_feedback,False,cp_sat,False,,OPTIMAL
7,0.2971885489303039,cp_sat,CP-SAT,150,150,150,2,20,29,10,0.29112081513828236,57.56947153834284,59.38371590440479,33.82341400215694,31.572292395191237,67.8668921889776,25.20525455182727,27.23793756569316,30.314911074708572,82,118,487,687,200,82,118,487,170,317,967.3412204234122,30.0,19,29,7,350.0,1.6418681781554463,fallback: No module named 'cvxpy',heuristic,680,687,predicted_history_signal_no_proposed_feedback,False,cp_sat,False,,OPTIMAL
7,0.2971885489303039,cp_sat,CP-SAT,150,150,150,3,30,39,10,0.386094674556213,49.75570486227377,59.38371590440479,29.067521975167086,28.342142146913588,63.04823952705365,30.087679648849313,32.855525365863045,43.49832961110948,100,161,415,676,261,100,161,415,34,381,267.3412204234123,30.0,22,43,6,500.0,1.4012799428613287,fallback: No module named 'cvxpy',heuristic,680,676,predicted_history_signal_no_proposed_feedback,False,cp_sat,False,,OPTIMAL
7,0.2971885489303039,cp_sat,CP-SAT,150,150,150,4,40,49,10,0.36123348017621143,54.6383258244518,59.38371590440479,28.600528720675825,31.780130009158967,68.68337218698044,31.078087133889507,27.900163077965228,35.72000861235029,153,93,435,681,246,153,93,435,153,282,527.3412204234123,14.0,31,38,0,450.0,0.8315740605083876,fallback: No module named 'cvxpy',heuristic,680,681,predicted_history_signal_no_proposed_feedback,False,cp_sat,False,,OPTIMAL
7,0.2971885489303039,cp_sat,CP-SAT,150,150,150,5,50,59,10,0.34502923976608185,59.769112635847904,59.38371590440479,29.240916678932937,33.68059854806776,75.18695986932983,30.20930998616395,25.527719506873847,24.981997976743735,169,67,448,684,236,169,67,448,161,287,800.0,28.83005707777761,37,31,4,800.0,1.0573975899201522,fallback: No module named 'cvxpy',heuristic,680,684,predicted_history_signal_no_proposed_feedback,False,cp_sat,False,,OPTIMAL
7,0.2971885489303039,cp_sat,CP-SAT,150,150,150,6,60,69,10,0.2626865671641791,64.34887685037137,59.38371590440479,31.251017613712545,33.14924050239825,75.9371712077633,27.669073418809898,26.4840674816391,24.90535205914917,123,53,494,670,176,123,53,494,0,494,89.14893617021266,22.765957446808507,40,17,7,50.0,1.1058823529411763,fallback: No module named 'cvxpy',heuristic,680,670,predicted_history_signal_no_proposed_feedback,False,cp_sat,False,,OPTIMAL
7,0.2971885489303039,cp_sat,CP-SAT,150,150,150,7,70,79,10,0.3217391304347826,60.023240424052744,59.38371590440479,29.729051152610335,32.297059805312365,74.19053465078403,29.879342714246775,26.715718686817418,25.573705033928142,185,37,468,690,222,185,37,468,67,401,142.97872340425516,0.0,37,19,2,100.0,0.6935181476846058,fallback: No module named 'cvxpy',heuristic,680,690,predicted_history_signal_no_proposed_feedback,False,cp_sat,False,,OPTIMAL
7,0.2971885489303039,cp_sat,CP-SAT,150,150,150,8,80,89,10,0.2973372781065089,57.87471876521397,59.38371590440479,30.96581941314284,28.627515842842907,69.77832012236722,28.14904870152662,30.980825663739502,30.385983946998802,96,105,475,676,201,96,105,475,19,456,150.0,0.0,37,23,2,150.0,0.6944217772215271,fallback: No module named 'cvxpy',heuristic,680,676,predicted_history_signal_no_proposed_feedback,False,cp_sat,False,,OPTIMAL
7,0.2971885489303039,cp_sat,CP-SAT,150,150,150,9,90,99,10,0.3826086956521739,53.19607339816902,59.38371590440479,32.92102468586791,31.176865497560396,66.33818444417572,26.190183972011592,28.19798195978577,33.33359238787604,123,141,426,690,264,123,141,426,3,423,150.0,0.0,30,35,6,150.0,0.7573529411764706,fallback: No module named 'cvxpy',heuristic,680,690,predicted_history_signal_no_proposed_feedback,False,cp_sat,False,,OPTIMAL
7,0.38312002354333374,cp_sat,CP-SAT,200,200,200,0,0,9,10,0.25370919881305637,65.55824649610429,55.655815282971574,25.275071384932794,34.39833470616312,77.83818368289229,36.94286309432522,24.724268139295454,22.35086698159321,93,78,503,674,171,93,78,503,285,218,369.6584938704028,30.0,16,25,0,750.0,1.3435294117647059,fallback: No module named 'cvxpy',heuristic,680,674,predicted_history_signal_no_proposed_feedback,False,cp_sat,False,,OPTIMAL
7,0.38312002354333374,cp_sat,CP-SAT,200,200,200,1,10,19,10,0.11176470588235295,69.77645451723701,55.655815282971574,32.851559311496985,23.655279571738784,74.46831027030906,25.995504309261673,37.06438621587082,26.46813881184568,73,3,604,680,76,73,3,604,525,79,669.6584938704028,30.0,12,12,7,800.0,1.2991498403214174,fallback: No module named 'cvxpy',heuristic,680,680,predicted_history_signal_no_proposed_feedback,False,cp_sat,False,,OPTIMAL
7,0.38312002354333374,cp_sat,CP-SAT,200,200,200,2,20,29,10,0.35807860262008734,55.07691116835458,55.655815282971574,33.68120646324444,31.4972958631372,67.69037853722484,25.314874556506194,27.30399072157997,30.428245246548865,109,137,441,687,246,109,137,441,170,271,969.6584938704028,30.0,19,29,7,250.0,1.475032193262594,fallback: No module named 'cvxpy',heuristic,680,687,predicted_history_signal_no_proposed_feedback,False,cp_sat,False,,OPTIMAL
7,0.38312002354333374,cp_sat,CP-SAT,200,200,200,3,30,39,10,0.44970414201183434,47.667314196329514,55.655815282971574,29.068799023389047,27.884360416066144,63.442400219177216,30.023955662152918,33.45272846100156,43.0446813783291,123,181,372,676,304,123,181,372,34,338,269.6584938704027,30.0,22,43,6,500.0,1.3247380756155351,fallback: No module named 'cvxpy',heuristic,680,676,predicted_history_signal_no_proposed_feedback,False,cp_sat,False,,OPTIMAL
7,0.38312002354333374,cp_sat,CP-SAT,200,200,200,4,40,49,10,0.40381791483113066,53.09968095125506,55.655815282971574,28.494160758363325,32.704089073124244,68.96754689413348,30.906678949451106,26.88426243069752,35.521697216676245,198,77,406,681,275,198,77,406,153,253,569.6584938704027,30.0,33,38,7,700.0,1.2344439579684767,fallback: No module named 'cvxpy',heuristic,680,681,predicted_history_signal_no_proposed_feedback,False,cp_sat,False,,OPTIMAL
7,0.38312002354333374,cp_sat,CP-SAT,200,200,200,5,50,59,10,0.4722222222222222,53.57404834054129,55.655815282971574,30.032311048902393,34.36312781925633,74.07386207182309,29.821825614628626,24.74128170048503,25.876642178639013,276,47,361,684,323,276,47,361,42,319,869.6584938704027,30.0,43,31,7,500.0,1.8609145462037706,fallback: No module named 'cvxpy',heuristic,680,684,predicted_history_signal_no_proposed_feedback,False,cp_sat,False,,OPTIMAL
7,0.38312002354333374,cp_sat,CP-SAT,200,200,200,6,60,69,10,0.4253731343283582,56.25071893895464,55.655815282971574,29.963554437974448,32.55269829355821,75.3267207130094,29.192536008684552,27.075648403548843,25.696263822931204,228,57,385,670,285,228,57,385,14,371,27.658493870402708,0.0,36,17,3,950.0,0.7235616050273,fallback: No module named 'cvxpy',heuristic,680,670,predicted_history_signal_no_proposed_feedback,False,cp_sat,False,,OPTIMAL
7,0.38312002354333374,cp_sat,CP-SAT,200,200,200,7,70,79,10,0.45072463768115945,54.01575062541602,55.655815282971574,30.09810721674019,31.586120614919057,73.47327707390282,29.240531963603935,27.515495135757515,26.279402493694224,268,43,379,690,311,268,43,379,0,379,58.683012259194584,0.0,41,19,1,50.0,0.5922792520861235,fallback: No module named 'cvxpy',heuristic,680,690,predicted_history_signal_no_proposed_feedback,False,cp_sat,False,,OPTIMAL
7,0.38312002354333374,cp_sat,CP-SAT,200,200,200,8,80,89,10,0.4289940828402367,51.82880450279138,55.655815282971574,30.549101882153455,27.763364178634593,68.58835811486783,28.63975433813125,32.01975200353804,32.38198802776862,183,107,386,676,290,183,107,386,1,385,122.68301225919458,0.0,31,23,1,100.0,0.6566532605336352,fallback: No module named 'cvxpy',heuristic,680,676,predicted_history_signal_no_proposed_feedback,False,cp_sat,False,,OPTIMAL
7,0.38312002354333374,cp_sat,CP-SAT,200,200,200,9,90,99,10,0.47681159420289854,49.868040014113184,55.655815282971574,32.625665992420494,31.251730190934374,66.14908568601992,26.46175150359974,28.19879518823306,33.71753963120443,180,149,361,690,329,180,149,361,3,358,158.68301225919458,0.0,29,35,6,150.0,0.7193356134748116,fallback: No module named 'cvxpy',heuristic,680,690,predicted_history_signal_no_proposed_feedback,False,cp_sat,False,,OPTIMAL
7,0.4090603936046442,cp_sat,CP-SAT,250,250,250,0,0,9,10,0.3026706231454006,63.50803278804986,54.959508627533985,25.53934368631572,34.505920749902984,78.21382195792252,36.73328177842077,24.636121852256615,22.106965196902618,111,93,470,674,204,111,93,470,285,185,371.496062992126,30.0,16,25,0,750.0,1.27,fallback: No module named 'cvxpy',heuristic,680,674,predicted_history_signal_no_proposed_feedback,False,cp_sat,False,,OPTIMAL
7,0.4090603936046442,cp_sat,CP-SAT,250,250,250,1,10,19,10,0.12205882352941176,69.55456598215622,54.959508627533985,32.84315520721555,22.832268722965154,74.69203477158432,26.00488019737017,38.43015606798365,26.1504738005206,81,2,597,680,83,81,2,597,525,72,671.496062992126,30.0,12,12,7,800.0,1.2967610004631773,fallback: No module named 'cvxpy',heuristic,680,680,predicted_history_signal_no_proposed_feedback,False,cp_sat,False,,OPTIMAL
7,0.4090603936046442,cp_sat,CP-SAT,250,250,250,2,20,29,10,0.4148471615720524,53.30606124459427,54.959508627533985,33.72376115219371,31.39547186488994,68.13888455168875,25.2811701139124,27.41045845839599,29.882095705118413,121,164,402,687,285,121,164,402,170,232,971.496062992126,30.0,19,29,7,250.0,1.472643353404354,fallback: No module named 'cvxpy',heuristic,680,687,predicted_history_signal_no_proposed_feedback,False,cp_sat,False,,OPTIMAL
7,0.4090603936046442,cp_sat,CP-SAT,250,250,250,3,30,39,10,0.5,46.00467316193776,54.959508627533985,29.905055481694532,27.40281484040048,63.66634047328467,29.829795599677304,34.02836994173171,42.46730767575333,127,211,338,676,338,127,211,338,34,304,224.0157480314956,12.503937007873901,18,43,7,150.0,0.8658786475220008,fallback: No module named 'cvxpy',heuristic,680,676,predicted_history_signal_no_proposed_feedback,False,cp_sat,False,,OPTIMAL
7,0.4090603936046442,cp_sat,CP-SAT,250,250,250,4,40,49,10,0.4390602055800294,52.47326106480731,54.959508627533985,29.089794393468754,33.49274918362742,69.5081602999193,30.301230699114015,26.209455617636596,34.573716364929425,189,110,382,681,299,189,110,382,153,229,483.12300324532566,30.0,28,38,7,700.0,1.2878971746178793,fallback: No module named 'cvxpy',heuristic,680,681,predicted_history_signal_no_proposed_feedback,False,cp_sat,False,,OPTIMAL
7,0.4090603936046442,cp_sat,CP-SAT,250,250,250,5,50,59,10,0.34941520467836257,59.19283681383383,54.959508627533985,28.633656489963453,34.33352587372665,75.47743322634481,30.86308165441991,24.742120705433447,24.81536616026416,229,10,445,684,239,229,10,445,197,248,783.1230032453257,30.0,34,31,7,850.0,1.1107636251928412,fallback: No module named 'cvxpy',heuristic,680,684,predicted_history_signal_no_proposed_feedback,False,cp_sat,False,,OPTIMAL
7,0.4090603936046442,cp_sat,CP-SAT,250,250,250,6,60,69,10,0.5059701492537313,52.42919928826771,54.959508627533985,30.623052433493413,31.46853278010909,74.6576557521869,28.5479477382006,28.473000500025037,26.433825398106162,298,41,331,670,339,298,41,331,14,317,73.09353993006994,23.093539930069884,40,17,7,50.0,1.0572342134281354,fallback: No module named 'cvxpy',heuristic,680,670,predicted_history_signal_no_proposed_feedback,False,cp_sat,False,,OPTIMAL
7,0.4090603936046442,cp_sat,CP-SAT,250,250,250,7,70,79,10,0.4405797101449275,54.864883397662744,54.959508627533985,30.02725353214539,31.088399097944443,74.33265679113453,29.21114630933762,28.365187615141437,25.397766422051234,270,34,386,690,304,270,34,386,93,293,177.43876041958038,0.0,35,19,2,100.0,0.6026254569144385,fallback: No module named 'cvxpy',heuristic,680,690,predicted_history_signal_no_proposed_feedback,False,cp_sat,False,,OPTIMAL
7,0.4090603936046442,cp_sat,CP-SAT,250,250,250,8,80,89,10,0.5029585798816568,49.778361287165076,54.959508627533985,29.927822580685767,30.361523176033156,69.791641722487,29.66222890484646,28.909793579424065,30.753176929910985,283,57,336,676,340,283,57,336,23,313,209.12247916083925,0.0,40,23,0,200.0,0.5028590232192515,fallback: No module named 'cvxpy',heuristic,680,676,predicted_history_signal_no_proposed_feedback,False,cp_sat,False,,OPTIMAL
7,0.4090603936046442,cp_sat,CP-SAT,250,250,250,9,90,99,10,0.5130434782608696,48.529994454039155,54.959508627533985,30.282119268812277,32.93869912720795,66.68805854536922,28.81463265882999,26.022137682391065,33.12985781502155,219,135,336,690,354,219,135,336,35,301,273.12247916083925,0.0,30,35,3,250.0,0.6354937182673794,fallback: No module named 'cvxpy',heuristic,680,690,predicted_history_signal_no_proposed_feedback,False,cp_sat,False,,OPTIMAL
7,0.4551339049700286,cp_sat,CP-SAT,300,300,300,0,0,9,10,0.3293768545994065,62.408081335510666,53.24869128755192,25.353893617925873,34.580130828292916,78.54564707678666,36.9631130082797,24.573808920077603,21.866669920831647,121,101,452,674,222,121,101,452,285,167,371.53257593322513,30.0,16,25,0,750.0,1.268529411764706,fallback: No module named 'cvxpy',heuristic,680,674,predicted_history_signal_no_proposed_feedback,False,cp_sat,False,,OPTIMAL
7,0.4551339049700286,cp_sat,CP-SAT,300,300,300,1,10,19,10,0.1338235294117647,69.30329064817887,53.24869128755192,32.80269610359475,22.832268722965154,74.97645696111336,26.03622857883633,38.43015606798365,25.7030774792209,89,2,589,680,91,89,2,589,525,64,671.5325759332252,30.0,12,12,7,800.0,1.2967135336397486,fallback: No module named 'cvxpy',heuristic,680,680,predicted_history_signal_no_proposed_feedback,False,cp_sat,False,,OPTIMAL
7,0.4551339049700286,cp_sat,CP-SAT,300,300,300,2,20,29,10,0.45997088791848617,51.768490196312456,53.24869128755192,33.729417627592596,31.420957234077818,68.25331446194085,25.27427004921733,27.389882561300585,29.718762942407352,136,180,371,687,316,136,180,371,170,201,971.5325759332252,30.0,19,29,7,250.0,1.4725958865809248,fallback: No module named 'cvxpy',heuristic,680,687,predicted_history_signal_no_proposed_feedback,False,cp_sat,False,,OPTIMAL
7,0.4551339049700286,cp_sat,CP-SAT,300,300,300,3,30,39,10,0.5636094674556213,43.868091665281746,53.24869128755192,29.81659736182813,27.321455687512557,64.07973199798964,30.039253754880765,34.21457650998571,41.49606553079475,137,244,295,676,381,137,244,295,34,261,223.86969626709924,12.46742406677481,18,43,7,150.0,0.8658311806985719,fallback: No module named 'cvxpy',heuristic,680,676,predicted_history_signal_no_proposed_feedback,False,cp_sat,False,,OPTIMAL
7,0.4551339049700286,cp_sat,CP-SAT,300,300,300,4,40,49,10,0.47577092511013214,51.276942553208166,53.24869128755192,29.100802319298946,34.0209728516685,69.80447659811495,30.287659820439202,25.47011942308716,34.275003801042786,208,116,357,681,324,208,116,357,153,204,482.7875196495473,30.0,28,38,7,700.0,1.2880870419115946,fallback: No module named 'cvxpy',heuristic,680,681,predicted_history_signal_no_proposed_feedback,False,cp_sat,False,,OPTIMAL
7,0.4551339049700286,cp_sat,CP-SAT,300,300,300,5,50,59,10,0.42251461988304095,56.35645144680136,53.24869128755192,28.85123171361571,34.22215544522328,76.22217537589023,30.578928362806646,24.842274409844578,24.02131135506841,270,19,395,684,289,270,19,395,197,198,782.7875196495472,30.0,34,31,6,800.0,1.0270821068085296,fallback: No module named 'cvxpy',heuristic,680,684,predicted_history_signal_no_proposed_feedback,False,cp_sat,False,,OPTIMAL
7,0.4551339049700286,cp_sat,CP-SAT,300,300,300,6,60,69,10,0.5522388059701493,50.462704255585216,53.24869128755192,30.71579321429491,30.972803822179724,74.77610617591503,28.423882266210295,29.010110015022036,26.30882360756004,322,48,300,670,370,322,48,300,14,286,73.4305836282208,23.43058362822078,40,17,7,50.0,1.0576703421026474,fallback: No module named 'cvxpy',heuristic,680,670,predicted_history_signal_no_proposed_feedback,False,cp_sat,False,,OPTIMAL
7,0.4551339049700286,cp_sat,CP-SAT,300,300,300,7,70,79,10,0.48985507246376814,52.80921106114525,53.24869128755192,29.883981309504893,31.198607697224148,74.65457886968808,29.382498952609488,28.27380409496662,25.08228091170613,293,45,352,690,338,293,45,352,93,259,175.4164982306752,0.0,35,19,2,100.0,0.6021873001068423,fallback: No module named 'cvxpy',heuristic,680,690,predicted_history_signal_no_proposed_feedback,False,cp_sat,False,,OPTIMAL
7,0.4551339049700286,cp_sat,CP-SAT,300,300,300,8,80,89,10,0.5488165680473372,47.93513860612396,53.24869128755192,29.804061699595596,31.276099517403967,69.70490680635781,29.97408755812744,27.837916057500493,30.924228134158103,312,59,305,676,371,312,59,305,23,282,211.4164982306752,0.0,40,23,0,200.0,0.5054879640648281,fallback: No module named 'cvxpy',heuristic,680,676,predicted_history_signal_no_proposed_feedback,False,cp_sat,False,,OPTIMAL
