user_id,movie_id,rating,gender,age,occupation
5,1449,4,1,25,20
5,1513,4,1,25,20
5,32,4,1,25,20
5,41,4,1,25,20
5,1527,3,1,25,20
5,288,2,1,25,20
5,6,2,1,25,20
5,1732,5,1,25,20
5,1171,4,1,25,20
5,800,2,1,25,20
5,1721,1,1,25,20
5,1722,2,1,25,20
5,608,4,1,25,20
5,1485,3,1,25,20
5,16,3,1,25,20
5,162,4,1,25,20
5,296,4,1,25,20
5,1617,3,1,25,20
5,229,3,1,25,20
5,52,2,1,25,20
5,1517,4,1,25,20
6,1035,5,0,50,9
6,1441,4,0,50,9
6,590,3,0,50,9
6,17,4,0,50,9
6,1674,4,0,50,9
6,588,4,0,50,9
6,920,4,0,50,9
6,1947,5,0,50,9
6,838,4,0,50,9
6,368,4,0,50,9
6,1030,4,0,50,9
6,1028,4,0,50,9
6,266,4,0,50,9
6,914,5,0,50,9
6,1043,4,0,50,9
6,569,4,0,50,9
6,1296,3,0,50,9
6,1,4,0,50,9
6,1210,3,0,50,9
6,1569,4,0,50,9
6,1806,3,0,50,9
6,597,5,0,50,9
6,1188,4,0,50,9
6,48,5,0,50,9
6,199,5,0,50,9
6,595,4,0,50,9
6,1007,3,0,50,9
7,1722,4,1,35,1
7,349,5,1,35,1
7,380,5,1,35,1
7,733,5,1,35,1
7,480,4,1,35,1
7,377,3,1,35,1
7,1221,4,1,35,1
7,589,5,1,35,1
7,1270,4,1,35,1
7,648,4,1,35,1
7,6,4,1,35,1
7,1610,5,1,35,1
7,861,4,1,35,1
7,110,5,1,35,1
8,1916,5,1,25,12
8,1,4,1,25,12
8,908,5,1,25,12
8,650,5,1,25,12
8,105,4,1,25,12
8,527,4,1,25,12
8,58,5,1,25,12
8,733,3,1,25,12
8,1213,5,1,25,12
8,510,3,1,25,12
8,741,5,1,25,12
8,4,3,1,25,12
8,1721,5,1,25,12
8,150,4,1,25,12
8,1274,5,1,25,12
8,1678,5,1,25,12
8,538,3,1,25,12
8,16,4,1,25,12
8,562,5,1,25,12
8,14,4,1,25,12
8,1701,4,1,25,12
8,253,5,1,25,12
8,349,4,1,25,12
8,608,5,1,25,12
8,24,4,1,25,12
8,296,5,1,25,12
8,288,5,1,25,12
8,111,5,1,25,12
8,269,4,1,25,12
8,1277,3,1,25,12
8,266,4,1,25,12
8,110,5,1,25,12
8,1027,4,1,25,12
8,1810,2,1,25,12
8,1704,5,1,25,12
8,1693,3,1,25,12
8,230,4,1,25,12
8,1840,4,1,25,12
8,1120,4,1,25,12
8,42,3,1,25,12
8,1653,5,1,25,12
8,1711,3,1,25,12
8,282,3,1,25,12
8,1357,4,1,25,12
8,1589,4,1,25,12
8,345,3,1,25,12
8,161,3,1,25,12
8,39,3,1,25,12
8,393,2,1,25,12
8,36,4,1,25,12
8,1476,3,1,25,12
8,476,3,1,25,12
8,1393,5,1,25,12
8,524,5,1,25,12
8,1836,4,1,25,12
8,337,5,1,25,12
8,1580,4,1,25,12
8,1660,3,1,25,12
8,1210,4,1,25,12
8,1735,4,1,25,12
9,593,5,1,25,17
9,1466,4,1,25,17
9,805,3,1,25,17
9,1584,5,1,25,17
9,50,4,1,25,17
9,377,3,1,25,17
9,527,5,1,25,17
9,223,4,1,25,17
9,912,4,1,25,17
9,1777,4,1,25,17
9,349,4,1,25,17
9,16,4,1,25,17
9,508,3,1,25,17
9,1393,3,1,25,17
9,1310,3,1,25,17
9,1921,4,1,25,17
9,428,3,1,25,17
9,1446,3,1,25,17
9,1233,3,1,25,17
9,1617,4,1,25,17
9,1221,4,1,25,17
9,1653,4,1,25,17
9,1721,5,1,25,17
9,590,5,1,25,17
9,1639,4,1,25,17
9,1961,5,1,25,17
9,861,2,1,25,17
9,25,4,1,25,17
9,480,4,1,25,17
9,1784,3,1,25,17
9,1704,4,1,25,17
9,47,5,1,25,17
9,162,4,1,25,17
9,1669,3,1,25,17
9,1682,4,1,25,17
9,1,5,1,25,17
9,1912,3,1,25,17
9,720,4,1,25,17
9,1223,4,1,25,17
9,1148,4,1,25,17
9,1210,4,1,25,17
9,524,4,1,25,17
9,1358,4,1,25,17
9,1265,4,1,25,17
9,1923,5,1,25,17
9,1343,3,1,25,17
10,1584,5,0,35,1
10,1948,4,0,35,1
10,1015,3,0,35,1
10,924,3,0,35,1
10,277,3,0,35,1
10,1918,3,0,35,1
10,7,4,0,35,1
10,1271,5,0,35,1
10,1215,4,0,35,1
10,1203,3,0,35,1
10,153,3,0,35,1
10,1409,5,0,35,1
10,926,4,0,35,1
10,1784,5,0,35,1
10,186,3,0,35,1
10,104,3,0,35,1
10,275,4,0,35,1
10,356,5,0,35,1
10,329,5,0,35,1
10,1031,4,0,35,1
10,1513,3,0,35,1
10,357,5,0,35,1
10,208,4,0,35,1
10,1394,3,0,35,1
10,902,5,0,35,1
10,1704,5,0,35,1
10,1304,3,0,35,1
10,938,4,0,35,1
10,802,5,0,35,1
10,1254,3,0,35,1
10,1967,5,0,35,1
10,858,3,0,35,1
10,1927,3,0,35,1
10,1376,4,0,35,1
10,1320,3,0,35,1
10,1633,4,0,35,1
10,971,5,0,35,1
10,1221,3,0,35,1
10,116,3,0,35,1
10,1617,3,0,35,1
10,913,3,0,35,1
10,932,2,0,35,1
10,1283,3,0,35,1
10,765,4,0,35,1
10,648,4,0,35,1
10,1676,4,0,35,1
10,1230,4,0,35,1
10,520,4,0,35,1
10,1756,4,0,35,1
10,1073,5,0,35,1
10,539,5,0,35,1
10,904,4,0,35,1
10,1357,5,0,35,1
10,671,3,0,35,1
10,248,5,0,35,1
10,1214,4,0,35,1
10,24,3,0,35,1
10,830,5,0,35,1
10,914,5,0,35,1
10,1377,3,0,35,1
10,595,5,0,35,1
10,963,5,0,35,1
10,1375,4,0,35,1
10,919,5,0,35,1
10,1573,5,0,35,1
10,1240,5,0,35,1
10,318,4,0,35,1
10,1080,5,0,35,1
10,1,5,0,35,1
10,344,4,0,35,1
10,1411,4,0,35,1
10,1129,4,0,35,1
10,1253,5,0,35,1
10,1223,5,0,35,1
10,292,4,0,35,1
10,551,3,0,35,1
10,370,3,0,35,1
10,48,4,0,35,1
10,1961,5,0,35,1
10,912,3,0,35,1
10,1276,3,0,35,1
10,1294,4,0,35,1
10,750,4,0,35,1
10,541,5,0,35,1
10,1372,4,0,35,1
10,743,3,0,35,1
10,1282,5,0,35,1
10,1292,5,0,35,1
10,1345,3,0,35,1
10,1200,5,0,35,1
10,780,5,0,35,1
10,2000,5,0,35,1
10,1387,3,0,35,1
10,1544,4,0,35,1
10,1088,5,0,35,1
10,260,5,0,35,1
10,1023,5,0,35,1
10,1104,4,0,35,1
10,1923,5,0,35,1
10,223,2,0,35,1
10,1084,4,0,35,1
10,590,5,0,35,1
10,1639,2,0,35,1
10,1148,5,0,35,1
10,1278,5,0,35,1
10,368,4,0,35,1
10,587,5,0,35,1
10,915,5,0,35,1
10,1250,3,0,35,1
10,32,5,0,35,1
10,592,4,0,35,1
10,180,2,0,35,1
10,1234,4,0,35,1
10,1196,5,0,35,1
10,1690,4,0,35,1
10,1097,5,0,35,1
10,1921,4,0,35,1
10,923,3,0,35,1
10,333,3,0,35,1
10,1682,5,0,35,1
10,1884,2,0,35,1
10,1517,3,0,35,1
10,1954,3,0,35,1
10,920,5,0,35,1
10,1653,5,0,35,1
10,527,4,0,35,1
10,1339,5,0,35,1
10,1210,4,0,35,1
10,1019,4,0,35,1
10,1012,3,0,35,1
10,1201,2,0,35,1
10,1079,5,0,35,1
10,1380,5,0,35,1
10,1032,4,0,35,1
10,916,5,0,35,1
10,1947,5,0,35,1
10,1243,5,0,35,1
10,594,5,0,35,1
10,1204,4,0,35,1
10,1233,4,0,35,1
10,586,3,0,35,1
10,954,5,0,35,1
10,1059,5,0,35,1
10,110,4,0,35,1
10,720,5,0,35,1
10,1441,5,0,35,1
10,1583,4,0,35,1
10,1042,5,0,35,1
10,203,4,0,35,1
10,1356,5,0,35,1
10,1225,4,0,35,1
10,1009,5,0,35,1
10,542,4,0,35,1
10,1025,4,0,35,1
11,1665,2,0,25,1
11,608,5,0,25,1
11,1244,4,0,25,1
11,986,1,0,25,1
11,231,3,0,25,1
11,1278,3,0,25,1
11,1288,4,0,25,1
11,1753,4,0,25,1
11,543,5,0,25,1
11,1188,4,0,25,1
11,454,2,0,25,1
11,435,1,0,25,1
11,1265,3,0,25,1
11,1259,3,0,25,1
11,1394,4,0,25,1
11,1197,5,0,25,1
11,1784,5,0,25,1
11,318,5,0,25,1
11,1747,3,0,25,1
11,357,1,0,25,1
11,788,1,0,25,1
11,1498,3,0,25,1
11,216,4,0,25,1
11,515,3,0,25,1
11,551,3,0,25,1
11,708,1,0,25,1
11,1563,5,0,25,1
11,784,2,0,25,1
11,1887,2,0,25,1
11,480,4,0,25,1
11,1136,4,0,25,1
11,1682,1,0,25,1
11,440,2,0,25,1
11,663,4,0,25,1
11,345,4,0,25,1
11,1916,4,0,25,1
11,1213,4,0,25,1
11,47,3,0,25,1
11,586,1,0,25,1
11,1042,2,0,25,1
11,1673,3,0,25,1
11,272,2,0,25,1
11,1704,5,0,25,1
11,246,4,0,25,1
11,531,3,0,25,1
11,778,4,0,25,1
11,1701,4,0,25,1
11,50,5,0,25,1
11,1546,4,0,25,1
11,1307,3,0,25,1
11,1777,4,0,25,1
11,1089,5,0,25,1
11,597,3,0,25,1
11,587,3,0,25,1
12,1233,3,1,25,12
12,999,4,1,25,12
12,593,5,1,25,12
12,111,5,1,25,12
12,813,3,1,25,12
12,923,5,1,25,12
12,1641,3,1,25,12
12,1221,5,1,25,12
12,1303,4,1,25,12
12,934,2,1,25,12
12,1252,3,1,25,12
13,1331,4,1,45,1
13,421,5,1,45,1
13,1216,3,1,45,1
13,2,3,1,45,1
13,50,4,1,45,1
13,736,4,1,45,1
13,1009,2,1,45,1
13,1356,4,1,45,1
13,165,3,1,45,1
13,21,3,1,45,1
13,1291,4,1,45,1
13,153,3,1,45,1
13,552,3,1,45,1
13,318,4,1,45,1
13,434,3,1,45,1
13,589,5,1,45,1
13,1127,4,1,45,1
13,1690,3,1,45,1
13,952,3,1,45,1
13,1610,3,1,45,1
13,110,4,1,45,1
13,260,5,1,45,1
13,1527,4,1,45,1
13,316,3,1,45,1
13,1393,3,1,45,1
13,1210,4,1,45,1
13,1377,3,1,45,1
13,1259,4,1,45,1
13,1097,5,1,45,1
13,590,4,1,45,1
13,1287,5,1,45,1
13,1587,3,1,45,1
13,457,2,1,45,1
13,329,4,1,45,1
13,296,4,1,45,1
13,1544,4,1,45,1
13,1446,3,1,45,1
13,1129,3,1,45,1
13,593,5,1,45,1
13,380,3,1,45,1
13,1429,3,1,45,1
13,368,2,1,45,1
13,648,3,1,45,1
13,1580,4,1,45,1
13,1204,5,1,45,1
13,1233,3,1,45,1
13,480,4,1,45,1
13,1197,4,1,45,1
13,1196,5,1,45,1
14,1968,2,1,35,0
14,296,5,1,35,0
14,1263,5,1,35,0
14,1982,1,1,35,0
15,364,4,1,25,7
15,1777,3,1,25,7
15,788,3,1,25,7
15,587,3,1,25,7
15,1193,4,1,25,7
15,1615,3,1,25,7
15,1729,2,1,25,7
15,1343,3,1,25,7
15,1487,4,1,25,7
15,805,4,1,25,7
15,356,4,1,25,7
15,762,3,1,25,7
15,524,4,1,25,7
15,553,4,1,25,7
15,1213,4,1,25,7
15,73,4,1,25,7
15,1644,3,1,25,7
15,1639,2,1,25,7
15,104,4,1,25,7
15,1783,2,1,25,7
15,1527,4,1,25,7
15,442,3,1,25,7
15,1672,4,1,25,7
15,266,4,1,25,7
15,457,4,1,25,7
15,648,4,1,25,7
15,1370,4,1,25,7
15,1883,3,1,25,7
15,1396,4,1,25,7
15,1608,3,1,25,7
15,832,4,1,25,7
15,1892,4,1,25,7
15,70,2,1,25,7
15,1968,4,1,25,7
15,517,3,1,25,7
15,1411,3,1,25,7
15,231,2,1,25,7
15,1580,2,1,25,7
15,50,4,1,25,7
15,1485,3,1,25,7
15,1784,3,1,25,7
15,1422,4,1,25,7
15,733,3,1,25,7
15,1265,3,1,25,7
15,1271,3,1,25,7
15,434,3,1,25,7
15,1092,4,1,25,7
15,480,4,1,25,7
15,1500,3,1,25,7
15,2000,4,1,25,7
15,1610,4,1,25,7
15,357,1,1,25,7
15,1805,4,1,25,7
15,1196,4,1,25,7
15,1909,4,1,25,7
15,368,3,1,25,7
15,257,3,1,25,7
15,1617,3,1,25,7
15,344,4,1,25,7
15,160,2,1,25,7
15,1732,3,1,25,7
15,539,4,1,25,7
15,32,3,1,25,7
15,1597,4,1,25,7
15,1923,4,1,25,7
15,1291,2,1,25,7
15,628,4,1,25,7
15,260,4,1,25,7
16,1911,3,0,35,0
16,1269,4,0,35,0
17,198,4,1,50,1
17,924,5,1,50,1
17,1921,4,1,50,1
17,1240,5,1,50,1
17,1428,3,1,50,1
17,541,5,1,50,1
17,162,5,1,50,1
17,1097,3,1,50,1
17,163,4,1,50,1
17,1213,4,1,50,1
17,454,4,1,50,1
17,1594,4,1,50,1
17,316,4,1,50,1
17,1274,5,1,50,1
17,610,4,1,50,1
17,1617,5,1,50,1
17,235,5,1,50,1
17,1196,5,1,50,1
17,318,5,1,50,1
17,593,5,1,50,1
17,780,4,1,50,1
17,1358,4,1,50,1
17,319,4,1,50,1
17,164,4,1,50,1
17,457,5,1,50,1
17,1019,5,1,50,1
17,628,4,1,50,1
17,110,4,1,50,1
17,595,5,1,50,1
17,1356,4,1,50,1
17,1253,5,1,50,1
17,1077,5,1,50,1
17,340,3,1,50,1
17,1210,4,1,50,1
17,1624,3,1,50,1
17,1729,4,1,50,1
17,293,5,1,50,1
17,1584,4,1,50,1
17,1069,4,1,50,1
17,707,4,1,50,1
17,1923,4,1,50,1
17,1408,5,1,50,1
17,356,5,1,50,1
17,590,4,1,50,1
17,1909,4,1,50,1
17,1185,5,1,50,1
17,968,4,1,50,1
17,50,5,1,50,1
17,1653,5,1,50,1
17,942,4,1,50,1
17,1215,4,1,50,1
17,480,4,1,50,1
17,260,5,1,50,1
17,223,4,1,50,1
17,1265,5,1,50,1
17,1301,5,1,50,1
17,296,5,1,50,1
17,1396,3,1,50,1
17,1779,2,1,50,1
17,527,4,1,50,1
17,866,5,1,50,1
17,1193,5,1,50,1
17,1370,3,1,50,1
17,496,3,1,50,1
17,1270,5,1,50,1
17,1614,5,1,50,1
17,529,4,1,50,1
17,329,3,1,50,1
17,913,5,1,50,1
17,1748,5,1,50,1
17,750,5,1,50,1
18,261,5,0,18,3
18,47,1,0,18,3
18,1025,4,0,18,3
18,1215,5,0,18,3
18,34,5,0,18,3
18,1271,5,0,18,3
18,2,2,0,18,3
18,1702,4,0,18,3
18,10,5,0,18,3
18,1097,5,0,18,3
18,1678,5,0,18,3
18,380,3,0,18,3
18,969,5,0,18,3
18,412,5,0,18,3
18,377,2,0,18,3
18,590,4,0,18,3
18,778,5,0,18,3
18,2000,4,0,18,3
18,1688,4,0,18,3
18,1801,1,0,18,3
18,163,5,0,18,3
18,839,1,0,18,3
18,1954,3,0,18,3
18,555,4,0,18,3
18,1064,2,0,18,3
18,1185,5,0,18,3
18,1552,1,0,18,3
18,327,3,0,18,3
18,1240,5,0,18,3
18,1357,5,0,18,3
18,1499,1,0,18,3
18,1617,5,0,18,3
18,736,1,0,18,3
18,86,3,0,18,3
18,551,5,0,18,3
18,1739,1,0,18,3
18,783,3,0,18,3
18,1013,3,0,18,3
18,296,5,0,18,3
18,368,3,0,18,3
18,1005,1,0,18,3
18,1732,3,0,18,3
18,596,4,0,18,3
18,1,4,0,18,3
18,1234,5,0,18,3
18,50,5,0,18,3
18,1193,4,0,18,3
18,168,1,0,18,3
18,29,3,0,18,3
18,780,3,0,18,3
18,1784,4,0,18,3
18,1197,5,0,18,3
18,1242,5,0,18,3
18,902,5,0,18,3
18,1036,3,0,18,3
18,1960,5,0,18,3
18,1387,4,0,18,3
18,1918,3,0,18,3
18,17,4,0,18,3
18,1682,4,0,18,3
18,1089,5,0,18,3
18,26,4,0,18,3
18,648,4,0,18,3
18,1527,4,0,18,3
18,1207,5,0,18,3
18,1094,4,0,18,3
18,1344,3,0,18,3
18,1201,4,0,18,3
18,1126,1,0,18,3
18,288,4,0,18,3
18,586,4,0,18,3
18,260,5,0,18,3
18,595,5,0,18,3
18,475,4,0,18,3
18,1711,4,0,18,3
18,1291,5,0,18,3
18,222,3,0,18,3
18,1073,4,0,18,3
18,493,3,0,18,3
18,552,2,0,18,3
18,1196,5,0,18,3
18,1805,4,0,18,3
18,44,4,0,18,3
18,353,5,0,18,3
18,737,1,0,18,3
18,1591,1,0,18,3
18,919,5,0,18,3
18,1580,5,0,18,3
18,367,4,0,18,3
18,1544,3,0,18,3
18,741,5,0,18,3
18,153,3,0,18,3
18,1200,4,0,18,3
18,266,3,0,18,3
18,588,5,0,18,3
18,48,4,0,18,3
18,1411,5,0,18,3
18,1683,5,0,18,3
18,291,1,0,18,3
18,405,1,0,18,3
18,1587,4,0,18,3
18,1690,1,0,18,3
18,485,2,0,18,3
18,158,4,0,18,3
18,920,5,0,18,3
18,1378,4,0,18,3
18,1635,1,0,18,3
18,1198,5,0,18,3
18,546,2,0,18,3
18,1274,5,0,18,3
18,1721,4,0,18,3
18,1186,1,0,18,3
18,466,3,0,18,3
18,594,5,0,18,3
18,1210,5,0,18,3
18,1049,1,0,18,3
18,1246,5,0,18,3
18,838,4,0,18,3
19,1387,5,1,1,10
19,1234,5,1,1,10
19,1573,4,1,1,10
19,589,4,1,1,10
19,1597,3,1,1,10
19,648,3,1,1,10
19,330,4,1,1,10
19,364,3,1,1,10
19,1029,4,1,1,10
19,1753,3,1,1,10
19,1193,5,1,1,10
19,1345,3,1,1,10
19,1214,2,1,1,10
19,1339,4,1,1,10
19,1772,4,1,1,10
19,1261,5,1,1,10
19,110,4,1,1,10
19,1370,4,1,1,10
19,1188,5,1,1,10
19,1682,4,1,1,10
19,1291,4,1,1,10
19,356,4,1,1,10
19,1307,4,1,1,10
19,596,4,1,1,10
19,1240,3,1,1,10
19,32,4,1,1,10
19,1372,4,1,1,10
19,1282,3,1,1,10
19,842,2,1,1,10
19,1196,5,1,1,10
19,1997,5,1,1,10
19,1376,3,1,1,10
19,1097,3,1,1,10
19,1608,3,1,1,10
19,1994,5,1,1,10
19,940,4,1,1,10
19,1374,5,1,1,10
19,733,5,1,1,10
19,1197,4,1,1,10
19,223,5,1,1,10
19,1,5,1,1,10
19,1198,4,1,1,10
19,1584,3,1,1,10
19,1327,2,1,1,10
19,593,5,1,1,10
19,594,3,1,1,10
19,380,4,1,1,10
19,1259,4,1,1,10
19,1909,4,1,1,10
19,1756,4,1,1,10
19,111,4,1,1,10
19,2000,4,1,1,10
19,1918,5,1,1,10
19,1373,2,1,1,10
19,420,4,1,1,10
19,785,4,1,1,10
19,1961,5,1,1,10
19,76,1,1,1,10
19,1215,5,1,1,10
19,1080,3,1,1,10
19,1036,5,1,1,10
19,879,1,1,1,10
19,1219,5,1,1,10
19,1025,3,1,1,10
19,480,4,1,1,10
19,1650,1,1,1,10
19,47,4,1,1,10
19,1350,4,1,1,10
19,1911,3,1,1,10
19,595,3,1,1,10
19,592,4,1,1,10
19,527,3,1,1,10
19,34,3,1,1,10
19,1371,2,1,1,10
19,1258,5,1,1,10
19,1340,3,1,1,10
19,10,5,1,1,10
19,1275,5,1,1,10
19,1552,3,1,1,10
19,1321,4,1,1,10
19,1127,3,1,1,10
19,1270,5,1,1,10
19,457,3,1,1,10
19,1278,5,1,1,10
19,368,2,1,1,10
19,1982,5,1,1,10
19,1206,4,1,1,10
19,919,4,1,1,10
20,1240,4,1,25,14
20,648,4,1,25,14
20,1617,5,1,25,14
20,1527,5,1,25,14
20,110,5,1,25,14
20,457,4,1,25,14
20,1375,3,1,25,14
20,1923,4,1,25,14
20,70,4,1,25,14
20,1371,4,1,25,14
21,588,3,1,18,16
21,585,3,1,18,16
21,1,3,1,18,16
21,1645,1,1,18,16
22,208,2,1,18,15
22,1214,4,1,18,15
22,466,3,1,18,15
22,95,4,1,18,15
22,161,3,1,18,15
22,368,4,1,18,15
22,1566,2,1,18,15
22,1967,4,1,18,15
22,165,3,1,18,15
22,608,5,1,18,15
22,223,4,1,18,15
22,780,3,1,18,15
22,798,1,1,18,15
22,32,4,1,18,15
22,1883,2,1,18,15
22,908,4,1,18,15
22,1225,5,1,18,15
22,1259,4,1,18,15
22,1047,4,1,18,15
22,919,3,1,18,15
22,1606,3,1,18,15
22,1265,4,1,18,15
22,1673,4,1,18,15
22,1073,3,1,18,15
22,1240,4,1,18,15
22,1036,4,1,18,15
22,1136,4,1,18,15
22,1198,4,1,18,15
22,784,4,1,18,15
22,256,2,1,18,15
22,163,3,1,18,15
22,1247,4,1,18,15
22,671,5,1,18,15
22,1689,3,1,18,15
22,1196,4,1,18,15
22,1747,4,1,18,15
22,1876,1,1,18,15
22,344,2,1,18,15
22,543,4,1,18,15
22,1476,3,1,18,15
22,1385,2,1,18,15
22,1597,3,1,18,15
22,1020,2,1,18,15
22,257,3,1,18,15
22,65,3,1,18,15
22,1425,3,1,18,15
22,1080,4,1,18,15
22,1485,1,1,18,15
22,1222,4,1,18,15
22,112,2,1,18,15
22,1358,4,1,18,15
22,1573,4,1,18,15
22,1215,4,1,18,15
22,771,5,1,18,15
22,1792,2,1,18,15
22,1748,4,1,18,15
22,1974,3,1,18,15
22,1687,3,1,18,15
22,39,2,1,18,15
22,555,4,1,18,15
22,1479,2,1,18,15
22,1544,1,1,18,15
22,736,2,1,18,15
22,1037,1,1,18,15
22,1370,3,1,18,15
22,1991,2,1,18,15
22,180,4,1,18,15
22,587,2,1,18,15
22,1438,1,1,18,15
22,1580,2,1,18,15
22,1732,4,1,18,15
22,1377,1,1,18,15
22,833,2,1,18,15
22,1441,2,1,18,15
22,370,3,1,18,15
22,678,4,1,18,15
22,377,1,1,18,15
22,586,3,1,18,15
22,500,3,1,18,15
22,1953,2,1,18,15
22,1282,4,1,18,15
22,1210,3,1,18,15
22,1584,4,1,18,15
22,1097,3,1,18,15
22,1517,4,1,18,15
22,333,3,1,18,15
22,1552,2,1,18,15
22,1754,3,1,18,15
22,1653,3,1,18,15
22,786,1,1,18,15
22,1882,1,1,18,15
22,111,4,1,18,15
22,216,2,1,18,15
22,1089,4,1,18,15
22,47,4,1,18,15
22,480,2,1,18,15
22,292,3,1,18,15
22,429,4,1,18,15
22,589,4,1,18,15
22,145,2,1,18,15
22,473,2,1,18,15
22,316,3,1,18,15
22,70,4,1,18,15
22,1391,4,1,18,15
22,592,2,1,18,15
22,104,3,1,18,15
22,1091,2,1,18,15
22,1909,1,1,18,15
22,1034,4,1,18,15
22,1405,3,1,18,15
22,1127,4,1,18,15
22,110,4,1,18,15
22,485,4,1,18,15
22,288,2,1,18,15
22,1527,2,1,18,15
22,312,2,1,18,15
22,799,2,1,18,15
22,849,3,1,18,15
22,457,3,1,18,15
23,1060,1,1,35,0
23,1885,3,1,35,0
23,1876,1,1,35,0
23,1196,5,1,35,0
23,47,2,1,35,0
23,1580,4,1,35,0
23,162,2,1,35,0
23,29,3,1,35,0
23,457,3,1,35,0
23,1189,3,1,35,0
23,1610,3,1,35,0
23,1748,4,1,35,0
23,661,2,1,35,0
23,1845,3,1,35,0
23,198,4,1,35,0
23,1019,2,1,35,0
23,924,2,1,35,0
23,1584,3,1,35,0
23,556,2,1,35,0
23,1077,4,1,35,0
23,1090,3,1,35,0
23,348,2,1,35,0
23,316,3,1,35,0
23,45,4,1,35,0
